HCP_ID,HCP_Name,Province,Specialty,Facility_ID,HCP_Type,Practice_Setting,Years_in_Practice
HCP_0237,Haywood Gleichner,Quebec,Cardiology,FAC_QC_HOSP_013,Physician,Hospital,21
HCP_0238,Carmelina Wisozk,Quebec,Cardiology,FAC_QC_CLIN_008,Physician,Community Clinic,12
HCP_0239,So Legros,Quebec,Cardiology,FAC_QC_CLIN_011,Physician,Community Clinic,25
HCP_0240,Earl Fahey,Quebec,Cardiology,FAC_QC_ACAD_008,Physician,Academic/Teaching Hospital,23
HCP_0241,Clint Goldner,Quebec,Cardiology,FAC_QC_HOSP_007,Physician,Hospital,16
HCP_0242,Willie Kessler,Quebec,Cardiology,FAC_QC_PRIV_008,Physician,Private Practice,7
HCP_0243,Veda Pfeffer,Quebec,Gastroenterology,FAC_QC_CLIN_011,Physician,Community Clinic,1
HCP_0244,Mickie Greenholt,Quebec,Gastroenterology,FAC_QC_HOSP_010,Physician,Hospital,33
HCP_0245,Darrel Lang,Quebec,Gastroenterology,FAC_QC_PRIV_004,Physician,Private Practice,10
HCP_0246,Malinda Cassin,Quebec,Gastroenterology,FAC_QC_ACAD_012,Physician,Academic/Teaching Hospital,11
HCP_0247,Yasmine Boehm,Quebec,Gastroenterology,FAC_QC_PRIV_009,Physician,Private Practice,24
HCP_0248,Caroyln Hyatt,Quebec,Gastroenterology,FAC_QC_HOSP_009,Physician,Hospital,9
HCP_0249,Hildred Wunsch,Quebec,Gastroenterology,FAC_QC_HOSP_005,Physician,Hospital,14
HCP_0250,Tiana Blick,Quebec,Gastroenterology,FAC_QC_CLIN_003,Physician,Community Clinic,25
HCP_0251,Sanford Gottlieb,Quebec,Gastroenterology,FAC_QC_PRIV_005,Physician,Private Practice,21
HCP_0252,Conchita Tejada,Quebec,Gastroenterology,FAC_QC_PRIV_008,Physician,Private Practice,23
HCP_0253,Leola Tremblay,Quebec,Gastroenterology,FAC_QC_HOSP_014,Physician,Hospital,1
HCP_0254,Anton Gibson,Quebec,Gastroenterology,FAC_QC_PRIV_006,Physician,Private Practice,16
HCP_0255,Andrés Sauceda,Quebec,Gastroenterology,FAC_QC_CLIN_005,Physician,Community Clinic,17
HCP_0256,Pamelia Harber,Quebec,Gastroenterology,FAC_QC_PRIV_005,Physician,Private Practice,23
HCP_0257,Louvenia Botsford,Quebec,Gastroenterology,FAC_QC_ACAD_003,Physician,Academic/Teaching Hospital,6
HCP_0258,Wayne Mertz,Quebec,Gastroenterology,FAC_QC_PRIV_005,Physician,Private Practice,6
HCP_0259,Vertie Towne,Quebec,Gastroenterology,FAC_QC_HOSP_004,Physician,Hospital,27
HCP_0260,Brendon Bailey,Quebec,Gastroenterology,FAC_QC_ACAD_004,Physician,Academic/Teaching Hospital,24
HCP_0261,Cathi Gulgowski,Quebec,Neurology,FAC_QC_HOSP_001,Physician,Hospital,29
HCP_0262,Maile Frami,Quebec,Neurology,FAC_QC_ACAD_012,Physician,Academic/Teaching Hospital,10
HCP_0263,Royce Green,Quebec,Neurology,FAC_QC_HOSP_012,Physician,Hospital,35
HCP_0264,Kavita Rao,Quebec,Neurology,FAC_QC_PRIV_009,Physician,Private Practice,10
HCP_0265,Lerato Molefe,Quebec,Neurology,FAC_QC_HOSP_010,Physician,Hospital,23
HCP_0266,Leilani Stoltenberg,Quebec,Neurology,FAC_QC_HOSP_014,Physician,Hospital,6
HCP_0267,Curtis Hamill,Quebec,Neurology,FAC_QC_PRIV_007,Physician,Private Practice,33
HCP_0268,Vivien Leffler,Quebec,Neurology,FAC_QC_PRIV_008,Physician,Private Practice,12
HCP_0269,Michel Reichel,Quebec,Neurology,FAC_QC_HOSP_007,Physician,Hospital,29
HCP_0270,Chad Sawayn,Quebec,Neurology,FAC_QC_ACAD_003,Physician,Academic/Teaching Hospital,12
HCP_0271,Paige Goodwin,Quebec,Neurology,FAC_QC_CLIN_005,Physician,Community Clinic,28
HCP_0272,Phillip McCullough,Quebec,Neurology,FAC_QC_CLIN_011,Physician,Community Clinic,16
HCP_0273,Lonna Dietrich,Quebec,Neurology,FAC_QC_CLIN_006,Physician,Community Clinic,3
HCP_0274,Mika Suzuki,Quebec,Neurology,FAC_QC_CLIN_010,Physician,Community Clinic,7
HCP_0275,Caroyln Hyatt,Quebec,Neurology,FAC_QC_HOSP_001,Physician,Hospital,24
HCP_0276,Abdul Volkman,Quebec,Neurology,FAC_QC_CLIN_013,Physician,Community Clinic,7
HCP_0277,Corrina Pacocha,Quebec,Neurology,FAC_QC_HOSP_001,Physician,Hospital,10
HCP_0278,Dena Rau,Quebec,Neurology,FAC_QC_HOSP_007,Physician,Hospital,19
HCP_0279,Mari Reynolds,Quebec,Neurology,FAC_QC_CLIN_014,Physician,Community Clinic,9
HCP_0280,Gertrudis Schaden,Quebec,Neurology,FAC_QC_PRIV_007,Physician,Private Practice,5
HCP_0281,Randa Leuschke,Quebec,Neurology,FAC_QC_ACAD_012,Physician,Academic/Teaching Hospital,22
HCP_0282,Noriko Anderson,Quebec,Psychiatry,FAC_QC_CLIN_004,Physician,Community Clinic,25
HCP_0283,Gemma Effertz,Quebec,Psychiatry,FAC_QC_CLIN_016,Physician,Community Clinic,26
HCP_0284,Zaida Treutel,Quebec,Psychiatry,FAC_QC_ACAD_008,Physician,Academic/Teaching Hospital,34
HCP_0285,Jackeline Schmitt,Quebec,Psychiatry,FAC_QC_PRIV_003,Physician,Private Practice,5
HCP_0286,Rahul Menon,Quebec,Psychiatry,FAC_QC_ACAD_015,Physician,Academic/Teaching Hospital,15
HCP_0287,Tressa Kovacek,Quebec,Psychiatry,FAC_QC_ACAD_001,Physician,Academic/Teaching Hospital,9
HCP_0288,Estefana Emmerich,Quebec,Psychiatry,FAC_QC_ACAD_015,Physician,Academic/Teaching Hospital,32
HCP_0289,Marylee Reynolds,Quebec,Psychiatry,FAC_QC_ACAD_004,Physician,Academic/Teaching Hospital,19
HCP_0290,Reyna Keeling,Quebec,Psychiatry,FAC_QC_CLIN_003,Physician,Community Clinic,4
HCP_0291,Glory Hickle,Quebec,Psychiatry,FAC_QC_CLIN_001,Physician,Community Clinic,25
HCP_0292,Lesley Murazik,Quebec,Psychiatry,FAC_QC_CLIN_001,Physician,Community Clinic,2
HCP_0293,Aiko Nakamura,Quebec,Psychiatry,FAC_QC_HOSP_004,Physician,Hospital,10
HCP_0294,Felton Glover,Quebec,Psychiatry,FAC_QC_PRIV_011,Physician,Private Practice,26
HCP_0295,Kathyrn Weimann,Quebec,Psychiatry,FAC_QC_PRIV_007,Physician,Private Practice,18
HCP_0296,Alecia Welch,Quebec,Psychiatry,FAC_QC_ACAD_001,Physician,Academic/Teaching Hospital,27
HCP_0297,Earle Rice,Quebec,Psychiatry,FAC_QC_HOSP_014,Physician,Hospital,20
HCP_0298,Lavinia Douglas,Quebec,Psychiatry,FAC_QC_CLIN_004,Physician,Community Clinic,30
HCP_0299,Homer Wiegand,Quebec,Psychiatry,FAC_QC_HOSP_002,Physician,Hospital,20
HCP_0300,Phillip McCullough,Quebec,Psychiatry,FAC_QC_ACAD_011,Physician,Academic/Teaching Hospital,2
HCP_0301,Micheal Deckow,Quebec,Psychiatry,FAC_QC_CLIN_015,Physician,Community Clinic,3
HCP_0302,Parker Grady,Quebec,Psychiatry,FAC_QC_HOSP_014,Physician,Hospital,28
HCP_0303,Gaynell Streich,Quebec,Psychiatry,FAC_QC_PRIV_009,Physician,Private Practice,2
HCP_0304,Aubrey Greenfelder,Quebec,Psychiatry,FAC_QC_ACAD_008,Physician,Academic/Teaching Hospital,14
HCP_0305,Marylee Reynolds,Quebec,Psychiatry,FAC_QC_ACAD_013,Physician,Academic/Teaching Hospital,1
HCP_0306,Clint Goldner,Quebec,Psychiatry,FAC_QC_HOSP_004,Physician,Hospital,11
HCP_0307,Myrl Eichmann,Quebec,Psychiatry,FAC_QC_CLIN_004,Physician,Community Clinic,21
HCP_0308,Rory Kuvalis,Quebec,Psychiatry,FAC_QC_HOSP_002,Physician,Hospital,7
HCP_0309,Gale Jacobi,Quebec,Psychiatry,FAC_QC_CLIN_012,Physician,Community Clinic,17
HCP_0310,Vern Powlowski,Quebec,Psychiatry,FAC_QC_PRIV_011,Physician,Private Practice,35
HCP_0311,Kurtis Schulist,Quebec,Psychiatry,FAC_QC_CLIN_008,Physician,Community Clinic,3
HCP_0312,Gemma Effertz,Quebec,Psychiatry,FAC_QC_HOSP_005,Physician,Hospital,3
HCP_0313,Myong Heidenreich,Quebec,Psychiatry,FAC_QC_PRIV_012,Physician,Private Practice,10
HCP_0314,Reggie Mitchell,Quebec,Psychiatry,FAC_QC_HOSP_003,Physician,Hospital,29
HCP_0315,Michell Friesen,Quebec,Psychiatry,FAC_QC_HOSP_007,Physician,Hospital,15
HCP_0316,Andrés Sauceda,Quebec,Psychiatry,FAC_QC_HOSP_005,Physician,Hospital,23
HCP_0317,Kathe O'Conner,Quebec,Psychiatry,FAC_QC_HOSP_008,Physician,Hospital,2
HCP_0318,Alfred Weber,Quebec,Psychiatry,FAC_QC_CLIN_001,Physician,Community Clinic,26
HCP_0319,Rahul Menon,Quebec,Psychiatry,FAC_QC_ACAD_002,Physician,Academic/Teaching Hospital,3
HCP_0320,Alaine Gusikowski,Quebec,Psychiatry,FAC_QC_ACAD_002,Physician,Academic/Teaching Hospital,25
HCP_0321,Rayford Wisozk,Quebec,Psychiatry,FAC_QC_HOSP_009,Physician,Hospital,6
HCP_0322,Vern Powlowski,Quebec,Psychiatry,FAC_QC_HOSP_001,Physician,Hospital,31
HCP_0323,Michel Reichel,Quebec,Psychiatry,FAC_QC_CLIN_008,Physician,Community Clinic,11
HCP_0324,Rohan Kapoor,Quebec,Psychiatry,FAC_QC_PRIV_009,Physician,Private Practice,7
HCP_0325,Thandi Mokoena,Quebec,Psychiatry,FAC_QC_PRIV_010,Physician,Private Practice,12
HCP_0326,Florinda Schimmel,Quebec,Psychiatry,FAC_QC_ACAD_009,Physician,Academic/Teaching Hospital,1
HCP_0327,Lyndia Hettinger,Quebec,Psychiatry,FAC_QC_CLIN_001,Physician,Community Clinic,6
HCP_0328,Terry Wiegand,Quebec,Psychiatry,FAC_QC_HOSP_002,Physician,Hospital,21
HCP_0329,Clint Goldner,Quebec,Psychiatry,FAC_QC_HOSP_003,Physician,Hospital,11
HCP_0330,Rory Kuvalis,Quebec,Psychiatry,FAC_QC_HOSP_003,Physician,Hospital,13
HCP_0331,Kathyrn Weimann,Quebec,Psychiatry,FAC_QC_HOSP_002,Physician,Hospital,29
HCP_0332,Pamala Collier,Quebec,Psychiatry,FAC_QC_ACAD_014,Physician,Academic/Teaching Hospital,5
HCP_0333,Armida Huel,Quebec,Psychiatry,FAC_QC_CLIN_009,Physician,Community Clinic,14
HCP_0334,Dante Howell,Quebec,Psychiatry,FAC_QC_ACAD_007,Physician,Academic/Teaching Hospital,7
HCP_0335,Bruno Smitham,Quebec,Psychiatry,FAC_QC_PRIV_006,Physician,Private Practice,17
HCP_0336,Glory Hickle,Quebec,Psychiatry,FAC_QC_PRIV_009,Physician,Private Practice,12
HCP_0337,Daichi Watanabe,Quebec,Psychiatry,FAC_QC_CLIN_010,Physician,Community Clinic,2
HCP_0338,Gale Jacobi,Quebec,Psychiatry,FAC_QC_ACAD_012,Physician,Academic/Teaching Hospital,3
HCP_0339,Donita Ward,Quebec,Psychiatry,FAC_QC_HOSP_005,Physician,Hospital,30
HCP_0340,Aiko Nakamura,Quebec,Psychiatry,FAC_QC_HOSP_009,Physician,Hospital,2
HCP_0341,Roxanna Crist,Quebec,Psychiatry,FAC_QC_CLIN_009,Physician,Community Clinic,28
HCP_0342,Ferne Hudson,Quebec,Psychiatry,FAC_QC_CLIN_005,Physician,Community Clinic,33
HCP_0343,Arcelia Gottlieb,Quebec,Psychiatry,FAC_QC_PRIV_004,Physician,Private Practice,17
HCP_0344,Blanca Feliciano,Quebec,Psychiatry,FAC_QC_PRIV_009,Physician,Private Practice,11
HCP_0345,Drew Kohler,Quebec,Psychiatry,FAC_QC_PRIV_002,Physician,Private Practice,28
HCP_0346,Kent Morar,Quebec,Psychiatry,FAC_QC_CLIN_014,Physician,Community Clinic,35
HCP_0347,Lerato Molefe,Quebec,Psychiatry,FAC_QC_CLIN_011,Physician,Community Clinic,5
HCP_0348,Neha Deshmukh,Quebec,Psychiatry,FAC_QC_ACAD_014,Physician,Academic/Teaching Hospital,34
HCP_0349,Kasi Hickle,Quebec,Psychiatry,FAC_QC_HOSP_005,Physician,Hospital,34
HCP_0350,Edie Howell,Quebec,Psychiatry,FAC_QC_PRIV_011,Physician,Private Practice,5
HCP_0351,Kimberely Beatty,Quebec,Psychiatry,FAC_QC_PRIV_003,Physician,Private Practice,2
HCP_0352,Colby Schowalter,Quebec,Psychiatry,FAC_QC_ACAD_014,Physician,Academic/Teaching Hospital,26
HCP_0353,Royce Green,Quebec,Psychiatry,FAC_QC_PRIV_008,Physician,Private Practice,3
HCP_0354,Carmelina Wisozk,Quebec,Psychiatry,FAC_QC_CLIN_005,Physician,Community Clinic,22
HCP_0355,Hana Kobayashi,Quebec,Psychiatry,FAC_QC_CLIN_008,Physician,Community Clinic,3
HCP_0356,Sibusiso Ndlovu,Quebec,Psychiatry,FAC_QC_CLIN_002,Physician,Community Clinic,25
HCP_0357,Lonna Dietrich,Quebec,Psychiatry,FAC_QC_CLIN_016,Physician,Community Clinic,9
HCP_0358,Katherina Frami,Quebec,Psychiatry,FAC_QC_HOSP_005,Physician,Hospital,4
HCP_0359,Hassan Rath,Quebec,Psychiatry,FAC_QC_PRIV_001,Physician,Private Practice,3
HCP_0360,Fernando Sierra,Quebec,Psychiatry,FAC_QC_HOSP_008,Physician,Hospital,7
HCP_0361,Carroll McClure,Quebec,Psychiatry,FAC_QC_PRIV_002,Physician,Private Practice,19
HCP_0362,Santina Klocko,Quebec,Psychiatry,FAC_QC_ACAD_008,Physician,Academic/Teaching Hospital,3
HCP_0363,Jason Streich,Quebec,Psychiatry,FAC_QC_ACAD_011,Physician,Academic/Teaching Hospital,29
HCP_0364,Katherina Frami,Quebec,Psychiatry,FAC_QC_HOSP_009,Physician,Hospital,22
HCP_0365,Brittani Satterfield,Quebec,Psychiatry,FAC_QC_ACAD_008,Physician,Academic/Teaching Hospital,11
HCP_0366,Alecia Welch,Quebec,Psychiatry,FAC_QC_HOSP_005,Physician,Hospital,35
HCP_0367,Don Denesik,Quebec,Psychiatry,FAC_QC_CLIN_013,Physician,Community Clinic,24
HCP_0368,Gale Jacobi,Quebec,Psychiatry,FAC_QC_HOSP_004,Physician,Hospital,24
HCP_0369,Phillip McCullough,Quebec,Psychiatry,FAC_QC_HOSP_007,Physician,Hospital,7
HCP_0370,Crissy O'Connell,Quebec,Psychiatry,FAC_QC_HOSP_001,Physician,Hospital,25
HCP_0371,Juan Connelly,Quebec,Psychiatry,FAC_QC_HOSP_008,Physician,Hospital,20
HCP_0372,Haywood Gleichner,Quebec,Psychiatry,FAC_QC_ACAD_011,Physician,Academic/Teaching Hospital,35
HCP_0373,Deloris Zemlak,Quebec,Psychiatry,FAC_QC_HOSP_015,Physician,Hospital,17
HCP_0374,Dorene Kessler,Quebec,Psychiatry,FAC_QC_CLIN_005,Physician,Community Clinic,24
HCP_0375,Ettie Schroeder,Quebec,Psychiatry,FAC_QC_PRIV_012,Physician,Private Practice,12
HCP_0376,Veda Pfeffer,Quebec,Psychiatry,FAC_QC_ACAD_009,Physician,Academic/Teaching Hospital,2
HCP_0377,Kelly Boyle,Quebec,Psychiatry,FAC_QC_ACAD_008,Physician,Academic/Teaching Hospital,5
HCP_0378,Fernando Sierra,Quebec,Psychiatry,FAC_QC_HOSP_006,Physician,Hospital,31
HCP_0379,Horace Collier,Quebec,Psychiatry,FAC_QC_ACAD_007,Physician,Academic/Teaching Hospital,26
HCP_0380,Harley Bins,Quebec,Pediatrics,FAC_QC_PRIV_011,Physician,Private Practice,13
HCP_0381,Suzette Monahan,Quebec,Pediatrics,FAC_QC_HOSP_002,Physician,Hospital,25
HCP_0382,Neha Deshmukh,Quebec,Pediatrics,FAC_QC_CLIN_012,Physician,Community Clinic,1
HCP_0383,Haruto Sato,Quebec,Pediatrics,FAC_QC_ACAD_010,Physician,Academic/Teaching Hospital,2
HCP_0384,Geraldo Kiehn,Quebec,Pediatrics,FAC_QC_CLIN_012,Physician,Community Clinic,18
HCP_0385,Von Mraz,Quebec,Pediatrics,FAC_QC_HOSP_011,Physician,Hospital,22
HCP_0386,Cheree Cassin,Quebec,Pediatrics,FAC_QC_ACAD_012,Physician,Academic/Teaching Hospital,33
HCP_0387,Houston Osinski,Quebec,Pediatrics,FAC_QC_ACAD_014,Physician,Academic/Teaching Hospital,27
HCP_0388,Dante Howell,Quebec,Pediatrics,FAC_QC_ACAD_010,Physician,Academic/Teaching Hospital,10
HCP_0389,Katherina Frami,Quebec,Pediatrics,FAC_QC_ACAD_002,Physician,Academic/Teaching Hospital,29
HCP_0390,Lonna Dietrich,Quebec,Pediatrics,FAC_QC_ACAD_009,Physician,Academic/Teaching Hospital,18
HCP_0391,Fernando Sierra,Quebec,Pediatrics,FAC_QC_CLIN_011,Physician,Community Clinic,29
HCP_0392,Sanford Gottlieb,Quebec,Pediatrics,FAC_QC_HOSP_002,Physician,Hospital,7
HCP_0393,Sharen McGlynn,Quebec,Pediatrics,FAC_QC_PRIV_003,Physician,Private Practice,1
HCP_0394,Alexander Koch,Quebec,Pediatrics,FAC_QC_HOSP_003,Physician,Hospital,3
HCP_0395,Della Steuber,Quebec,Pediatrics,FAC_QC_CLIN_001,Physician,Community Clinic,35
HCP_0396,Karisa Stiedemann,Quebec,Pediatrics,FAC_QC_PRIV_002,Physician,Private Practice,3
HCP_0397,Colby Schowalter,Quebec,Pediatrics,FAC_QC_ACAD_005,Physician,Academic/Teaching Hospital,33
HCP_0398,Rivka Sanford,Quebec,Pediatrics,FAC_QC_CLIN_015,Physician,Community Clinic,26
HCP_0399,Reggie Mitchell,Quebec,Pediatrics,FAC_QC_CLIN_017,Physician,Community Clinic,6
HCP_0400,Armida Huel,Quebec,Pediatrics,FAC_QC_PRIV_010,Physician,Private Practice,31
HCP_0401,Ayanda Mthembu,Quebec,Pediatrics,FAC_QC_HOSP_003,Physician,Hospital,6
HCP_0402,Carlos Bins,Quebec,Pediatrics,FAC_QC_PRIV_012,Physician,Private Practice,6
HCP_0403,Rayford Wisozk,Quebec,Pediatrics,FAC_QC_PRIV_003,Physician,Private Practice,21
HCP_0404,Ren Takahashi,Quebec,Pediatrics,FAC_QC_PRIV_008,Physician,Private Practice,11
HCP_0405,Tu Witting,Quebec,Pediatrics,FAC_QC_CLIN_017,Physician,Community Clinic,11
HCP_0406,Tu Witting,Quebec,Pediatrics,FAC_QC_ACAD_001,Physician,Academic/Teaching Hospital,7
HCP_0407,Carmelina Wisozk,Quebec,Pediatrics,FAC_QC_CLIN_017,Physician,Community Clinic,22
HCP_0408,Pamelia Harber,Quebec,Pediatrics,FAC_QC_PRIV_004,Physician,Private Practice,1
HCP_0409,Neha Deshmukh,Quebec,Pediatrics,FAC_QC_CLIN_016,Physician,Community Clinic,9
HCP_0410,Patricia Salgado,Quebec,Pediatrics,FAC_QC_HOSP_014,Physician,Hospital,20
HCP_0411,Vertie Towne,Quebec,Pediatrics,FAC_QC_PRIV_009,Physician,Private Practice,18
HCP_0412,Raye Wyman,Quebec,Pediatrics,FAC_QC_HOSP_015,Physician,Hospital,25
HCP_0413,Chere Greenfelder,Quebec,Pediatrics,FAC_QC_ACAD_002,Physician,Academic/Teaching Hospital,8
HCP_0414,Judith Johns,Quebec,Pediatrics,FAC_QC_PRIV_006,Physician,Private Practice,23
HCP_0415,Jeanmarie Beatty,Quebec,Pediatrics,FAC_QC_CLIN_013,Physician,Community Clinic,27
HCP_0416,Louvenia Botsford,Quebec,Pediatrics,FAC_QC_CLIN_001,Physician,Community Clinic,14
HCP_0417,Hana Kobayashi,Quebec,Pediatrics,FAC_QC_PRIV_002,Physician,Private Practice,9
HCP_0418,Cheree Cassin,Quebec,Pediatrics,FAC_QC_CLIN_008,Physician,Community Clinic,20
HCP_0419,Paige Goodwin,Quebec,Pediatrics,FAC_QC_CLIN_005,Physician,Community Clinic,21
HCP_0420,Britta Stokes,Quebec,Pediatrics,FAC_QC_CLIN_004,Physician,Community Clinic,4
HCP_0421,Kavita Rao,Quebec,Pediatrics,FAC_QC_CLIN_015,Physician,Community Clinic,20
HCP_0422,Rosalba Greenfelder,Quebec,Pediatrics,FAC_QC_ACAD_009,Physician,Academic/Teaching Hospital,6
HCP_0423,Alaine Gusikowski,Quebec,Pediatrics,FAC_QC_HOSP_009,Physician,Hospital,20
HCP_0424,Leilani Stoltenberg,Quebec,Pediatrics,FAC_QC_ACAD_015,Physician,Academic/Teaching Hospital,33
HCP_0425,Caroyln Hyatt,Quebec,Pediatrics,FAC_QC_CLIN_014,Physician,Community Clinic,19
HCP_0426,Luke Rath,Quebec,Pediatrics,FAC_QC_PRIV_004,Physician,Private Practice,27
HCP_0427,Billy Bahringer,Quebec,Pediatrics,FAC_QC_HOSP_010,Physician,Hospital,11
HCP_0428,Marianela Anderson,Quebec,Pediatrics,FAC_QC_CLIN_009,Physician,Community Clinic,33
HCP_0429,Phillip McCullough,Quebec,Pediatrics,FAC_QC_ACAD_008,Physician,Academic/Teaching Hospital,29
HCP_0430,Moses Schmitt,Quebec,Pediatrics,FAC_QC_CLIN_013,Physician,Community Clinic,33
HCP_0431,Malinda Cassin,Quebec,Dermatology,FAC_QC_HOSP_010,Physician,Hospital,26
HCP_0432,Kelly Boyle,Quebec,Dermatology,FAC_QC_PRIV_007,Physician,Private Practice,23
HCP_0433,Parker Grady,Quebec,Dermatology,FAC_QC_HOSP_010,Physician,Hospital,19
HCP_0434,Judith Johns,Quebec,Dermatology,FAC_QC_CLIN_003,Physician,Community Clinic,33
HCP_0435,Carmelina Wisozk,Quebec,Dermatology,FAC_QC_CLIN_004,Physician,Community Clinic,30
HCP_0436,Cheree Cassin,Quebec,Dermatology,FAC_QC_PRIV_010,Physician,Private Practice,15
HCP_0437,Haley Effertz,Quebec,Dermatology,FAC_QC_PRIV_001,Physician,Private Practice,3
HCP_0438,Kavita Rao,Quebec,Dermatology,FAC_QC_PRIV_012,Physician,Private Practice,1
HCP_0439,Gertrudis Schaden,Quebec,Dermatology,FAC_QC_ACAD_007,Physician,Academic/Teaching Hospital,9
HCP_0440,Norbert Murphy,Quebec,Dermatology,FAC_QC_HOSP_009,Physician,Hospital,3
HCP_0441,Ren Takahashi,Quebec,Dermatology,FAC_QC_CLIN_015,Physician,Community Clinic,8
HCP_0442,Royce Green,Quebec,Dermatology,FAC_QC_HOSP_015,Physician,Hospital,4
HCP_0443,Judith Johns,Quebec,Dermatology,FAC_QC_HOSP_011,Physician,Hospital,35
HCP_0444,Noriko Anderson,Quebec,Dermatology,FAC_QC_HOSP_002,Physician,Hospital,4
HCP_0445,Britta Stokes,Quebec,Dermatology,FAC_QC_PRIV_008,Physician,Private Practice,22
HCP_0446,Haywood Gleichner,Quebec,Dermatology,FAC_QC_ACAD_002,Physician,Academic/Teaching Hospital,13
HCP_0447,Armida Huel,Quebec,Dermatology,FAC_QC_ACAD_011,Physician,Academic/Teaching Hospital,7
HCP_0448,Kenji Yamamoto,Quebec,Dermatology,FAC_QC_PRIV_011,Physician,Private Practice,25
HCP_0449,Alecia Welch,Quebec,General Surgery,FAC_QC_ACAD_001,Physician,Academic/Teaching Hospital,34
HCP_0450,Homer Wiegand,Quebec,General Surgery,FAC_QC_HOSP_006,Physician,Hospital,28
HCP_0451,Mika Suzuki,Quebec,General Surgery,FAC_QC_ACAD_013,Physician,Academic/Teaching Hospital,35
HCP_0452,Kavita Rao,Quebec,General Surgery,FAC_QC_ACAD_013,Physician,Academic/Teaching Hospital,21
HCP_0453,Tu Witting,Quebec,General Surgery,FAC_QC_HOSP_015,Physician,Hospital,24
HCP_0454,Phillip McCullough,Quebec,General Surgery,FAC_QC_CLIN_008,Physician,Community Clinic,6
HCP_0455,Antonietta Reilly,Quebec,General Surgery,FAC_QC_ACAD_015,Physician,Academic/Teaching Hospital,30
HCP_0456,Rory Kuvalis,Quebec,General Surgery,FAC_QC_CLIN_010,Physician,Community Clinic,27
HCP_0457,Jamie Eichmann,Quebec,General Surgery,FAC_QC_ACAD_005,Physician,Academic/Teaching Hospital,9
HCP_0458,Roxanna Crist,Quebec,General Surgery,FAC_QC_ACAD_003,Physician,Academic/Teaching Hospital,13
HCP_0459,Albertina Skiles,Quebec,General Surgery,FAC_QC_CLIN_008,Physician,Community Clinic,22
HCP_0460,Vern Powlowski,Quebec,General Surgery,FAC_QC_HOSP_007,Physician,Hospital,1
HCP_0461,Della Steuber,Quebec,General Surgery,FAC_QC_CLIN_004,Physician,Community Clinic,29
HCP_0462,Clint Goldner,Quebec,General Surgery,FAC_QC_HOSP_004,Physician,Hospital,10
HCP_0463,Fernando Sierra,Quebec,General Surgery,FAC_QC_CLIN_015,Physician,Community Clinic,3
HCP_0464,Jeanelle Wyman,Quebec,General Surgery,FAC_QC_PRIV_012,Physician,Private Practice,12
HCP_0465,Suzette Monahan,Quebec,General Surgery,FAC_QC_CLIN_013,Physician,Community Clinic,30
HCP_0466,Daichi Watanabe,Quebec,General Surgery,FAC_QC_HOSP_014,Physician,Hospital,10
HCP_0467,Edie Howell,Quebec,General Surgery,FAC_QC_CLIN_012,Physician,Community Clinic,19
HCP_0468,Antonietta Reilly,Quebec,General Surgery,FAC_QC_PRIV_002,Physician,Private Practice,29
HCP_0469,Kasi Hickle,Quebec,General Surgery,FAC_QC_HOSP_010,Physician,Hospital,2
HCP_0470,Vivek Iyer,Quebec,General Surgery,FAC_QC_HOSP_009,Physician,Hospital,27
HCP_0471,Kelly Boyle,Quebec,General Surgery,FAC_QC_ACAD_005,Physician,Academic/Teaching Hospital,11
HCP_0472,Marianela Anderson,Quebec,General Surgery,FAC_QC_HOSP_007,Physician,Hospital,25
HCP_0473,Carmelina Wisozk,Quebec,General Surgery,FAC_QC_CLIN_007,Physician,Community Clinic,7
HCP_0474,Corrina Pacocha,Quebec,General Surgery,FAC_QC_HOSP_002,Physician,Hospital,5
HCP_0475,Roxanna Crist,Quebec,General Surgery,FAC_QC_HOSP_006,Physician,Hospital,28
HCP_0476,Dena Rau,Quebec,General Surgery,FAC_QC_CLIN_011,Physician,Community Clinic,29
HCP_0477,Carroll McClure,Quebec,General Surgery,FAC_QC_PRIV_002,Physician,Private Practice,35
HCP_0478,Jeanmarie Beatty,Quebec,General Surgery,FAC_QC_HOSP_007,Physician,Hospital,24
HCP_0479,Haywood Gleichner,Quebec,General Surgery,FAC_QC_HOSP_014,Physician,Hospital,17
HCP_0480,Crista Keebler,Quebec,General Surgery,FAC_QC_HOSP_005,Physician,Hospital,7
HCP_0481,Homer Wiegand,Quebec,General Surgery,FAC_QC_PRIV_010,Physician,Private Practice,11
HCP_0482,Dante Howell,Quebec,General Surgery,FAC_QC_ACAD_012,Physician,Academic/Teaching Hospital,23
HCP_0483,Emilee Runolfsdottir,Quebec,General Surgery,FAC_QC_HOSP_003,Physician,Hospital,13
HCP_0484,Jeff Waters,Quebec,General Surgery,FAC_QC_CLIN_017,Physician,Community Clinic,17
